CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
5.16,1.35,13.23,4.37,0.74,21.72,42.63,Borage,8428.7,1.0,744.91
8.31,1.71,13.16,7.24,0.82,45.51,41.11,Chestnut,7610.59,0.64,615.46
5.26,1.36,15.36,7.09,0.73,20.26,20.69,Eucalyptus,2467.77,0.92,638.91
1.93,1.24,19.66,7.23,0.74,24.31,38.83,Sunflower,1901.98,0.64,562.35
6.64,1.79,15.33,5.05,0.79,41.91,26.6,Blueberry,2377.61,0.94,894.35
6.64,1.21,24.67,5.28,0.84,43.93,20.39,Thyme,3160.81,0.95,867.61
6.24,1.56,19.38,7.1,0.86,40.44,30.65,Blueberry,5841.3,0.97,919.93
7.27,1.74,20.33,4.79,0.86,34.01,27.31,Orange Blossom,5794.6,0.84,211.63
8.5,1.85,12.35,6.8,0.78,46.07,43.04,Acacia,8554.24,0.64,345.99
2.6,1.39,12.7,4.09,0.85,31.2,40.58,Chestnut,9200.4,1.0,966.61
3.09,1.47,18.82,5.13,0.89,34.15,28.5,Borage,6275.75,0.68,507.83
3.8,1.45,18.98,6.83,0.74,48.59,20.11,Heather,5986.15,0.64,589.79
8.88,1.56,15.08,7.07,0.85,27.18,38.9,Tupelo,2096.55,0.64,594.33
6.24,1.53,17.42,4.19,0.76,27.42,34.76,Buckwheat,2241.6,1.0,684.45
4.2,1.27,14.97,4.19,0.85,29.02,26.85,Manuka,9526.47,0.8,776.29
9.28,1.8,18.94,3.05,0.84,21.98,36.79,Acacia,1964.49,0.8,431.91
6.11,1.22,22.76,3.6,0.86,36.49,25.83,Clover,7704.66,1.0,211.13
3.28,1.59,18.51,6.33,0.74,26.24,27.69,Orange Blossom,5953.74,0.66,166.35
6.57,1.37,19.39,2.57,0.89,46.09,43.13,Acacia,7632.11,1.0,543.41
2.1,1.82,22.39,3.46,0.79,41.43,27.32,Alfalfa,8801.88,0.82,355.54
5.11,1.47,13.53,6.39,0.75,37.61,41.39,Sunflower,3602.85,0.97,856.72
2.55,1.81,21.14,4.41,0.86,31.32,26.47,Sunflower,2689.18,0.84,745.87
8.31,1.34,23.66,3.73,0.71,30.43,38.67,Clover,9374.2,0.84,177.74
8.44,1.49,14.03,5.86,0.77,32.04,20.05,Blueberry,8732.4,0.66,621.56
2.05,1.37,12.49,5.2,0.73,30.88,22.96,Buckwheat,8744.98,0.9,613.88
9.68,1.56,13.92,7.12,0.81,25.22,20.39,Alfalfa,4741.51,0.64,275.45
5.68,1.8,17.87,4.75,0.88,39.61,28.92,Clover,6456.95,1.0,211.13
5.97,1.23,24.99,6.9,0.8,27.87,25.61,Orange Blossom,4311.97,0.97,244.34
5.01,1.79,24.62,7.04,0.75,38.1,30.37,Rosemary,7205.99,0.99,748.94
1.34,1.62,15.84,5.25,0.76,30.74,36.11,Borage,2070.7,0.66,487.71
2.39,1.32,13.19,3.66,0.75,47.37,27.22,Blueberry,7224.17,0.82,777.84
4.7,1.63,19.73,4.47,0.7,22.18,44.35,Alfalfa,5244.58,0.8,344.72
9.61,1.57,19.38,4.21,0.83,47.65,44.51,Chestnut,5654.09,0.8,770.22
3.6,1.83,23.62,2.58,0.78,47.58,36.41,Alfalfa,4489.86,0.66,286.27
5.19,1.55,15.02,4.9,0.73,46.4,20.55,Lavender,6359.39,1.0,603.85
8.04,1.61,13.37,4.87,0.72,32.17,26.81,Rosemary,8752.14,0.84,635.59
5.88,1.35,20.85,6.33,0.75,34.24,42.41,Buckwheat,9341.03,0.97,661.84
9.16,1.73,17.03,3.06,0.86,34.73,37.99,Orange Blossom,8662.55,1.0,251.38
3.78,1.28,20.61,3.81,0.75,20.75,23.39,Lavender,3770.49,0.8,481.16
2.38,1.63,12.69,5.14,0.71,38.81,26.65,Manuka,8994.7,0.68,665.85
2.88,1.31,17.79,7.03,0.84,46.24,28.35,Sage,8902.54,0.87,807.62
6.84,1.83,21.11,7.44,0.89,46.05,28.29,Tupelo,6057.16,0.97,910.13
4.19,1.78,23.5,5.96,0.85,26.23,31.05,Sage,7739.67,0.66,612.96
6.23,1.26,21.61,5.08,0.74,39.29,30.37,Thyme,8242.02,0.99,908.88
4.46,1.59,15.75,5.7,0.75,40.47,43.37,Buckwheat,3412.1,0.64,435.8
8.94,1.76,21.68,3.56,0.82,41.48,32.68,Chestnut,8739.85,0.82,794.4
5.62,1.29,18.08,4.48,0.85,31.91,37.63,Borage,6099.39,1.0,744.91
7.84,1.62,19.19,6.0,0.71,33.03,39.65,Alfalfa,8195.63,0.68,294.93
6.29,1.28,22.39,4.23,0.84,34.35,35.97,Sage,9381.11,1.0,926.3
9.31,1.72,23.82,2.76,0.73,25.01,28.63,Rosemary,5493.98,0.66,499.59
9.75,1.3,20.68,7.01,0.74,23.07,27.85,Alfalfa,5168.03,0.66,286.27
8.51,1.53,17.56,7.01,0.79,42.6,34.68,Avocado,3162.18,0.87,851.56
4.54,1.83,18.58,2.79,0.86,28.74,42.45,Sunflower,2155.25,0.61,540.18
8.49,1.43,14.29,4.66,0.89,38.31,32.7,Clover,6059.5,1.0,211.13
4.72,1.56,13.69,5.77,0.83,45.4,36.23,Chestnut,2950.73,0.66,639.64
9.22,1.21,13.96,6.13,0.74,37.51,41.52,Blueberry,4365.9,0.66,621.56
1.86,1.45,16.64,3.58,0.73,34.04,32.24,Alfalfa,6941.17,0.84,364.2
1.46,1.29,18.65,4.14,0.72,36.85,33.24,Alfalfa,5767.69,0.84,364.2
7.79,1.53,20.86,5.46,0.79,45.8,34.1,Acacia,5907.49,0.66,359.59
7.65,1.29,15.54,6.3,0.8,30.77,32.86,Sage,8204.93,0.68,631.49
1.49,1.61,14.45,5.19,0.73,23.71,28.37,Thyme,1671.9,0.64,581.54
8.5,1.25,22.36,4.64,0.75,47.88,38.07,Acacia,2216.68,0.8,431.91
1.37,1.29,17.78,6.12,0.81,48.76,24.0,Eucalyptus,7493.12,0.85,588.17
9.81,1.8,22.54,5.78,0.88,45.19,37.45,Chestnut,3966.09,0.66,639.64
1.61,1.26,15.69,3.66,0.88,34.26,24.26,Tupelo,4617.5,0.82,764.87
9.17,1.54,14.77,5.26,0.82,37.63,30.58,Thyme,4987.24,0.68,624.62
5.77,1.85,14.62,6.43,0.76,46.72,32.48,Lavender,5610.61,0.97,586.93
8.27,1.84,12.95,6.59,0.78,29.25,41.23,Acacia,8748.24,0.64,345.99
2.73,1.84,23.46,5.98,0.89,24.54,22.57,Sunflower,7192.21,0.64,564.12
3.75,1.75,13.39,3.5,0.77,30.67,26.65,Eucalyptus,8812.12,0.84,584.69
1.53,1.63,17.75,2.77,0.78,25.95,32.8,Eucalyptus,5240.14,0.87,605.54
9.93,1.61,16.22,6.24,0.76,24.66,33.88,Tupelo,2084.49,0.64,594.33
3.05,1.67,21.83,6.36,0.77,25.31,38.81,Buckwheat,2145.54,0.64,434.43
2.19,1.68,14.94,4.12,0.81,27.3,42.37,Clover,8744.57,0.8,168.23
8.28,1.57,15.98,4.51,0.73,44.6,26.29,Lavender,9732.53,0.8,479.95
9.02,1.38,20.42,5.27,0.75,40.07,34.67,Lavender,6540.94,0.9,544.62
6.47,1.84,12.88,3.91,0.77,25.59,31.13,Avocado,9948.37,1.0,976.69
8.67,1.24,18.64,2.64,0.87,32.0,37.6,Wildflower,8673.11,0.68,219.42
3.04,1.39,14.56,6.58,0.75,21.98,20.83,Acacia,9652.07,0.85,461.82
4.46,1.32,21.69,4.62,0.75,23.22,22.18,Heather,3235.68,0.8,738.09
7.79,1.43,13.1,7.36,0.78,49.45,34.36,Tupelo,8407.14,0.9,844.53
5.92,1.37,15.32,3.81,0.73,34.59,31.11,Borage,4617.6,1.0,744.91
2.34,1.26,16.69,3.32,0.78,23.25,27.26,Blueberry,5995.49,0.82,777.84
1.65,1.45,24.3,4.61,0.74,43.81,35.1,Avocado,2934.42,0.82,802.69
4.66,1.77,20.2,4.84,0.84,28.33,26.86,Eucalyptus,3736.16,0.82,570.79
4.65,1.84,18.98,6.63,0.74,36.91,35.94,Thyme,3935.97,0.68,624.62
1.94,1.24,16.48,5.97,0.84,26.81,35.63,Orange Blossom,6944.64,0.66,166.35
3.64,1.48,23.84,3.63,0.86,25.7,39.27,Chestnut,3625.35,0.82,794.4
4.71,1.66,13.62,2.72,0.71,26.54,26.87,Buckwheat,3199.56,0.66,452.92
5.92,1.78,20.49,4.72,0.86,41.93,30.03,Chestnut,2071.89,1.0,966.61
9.74,1.82,16.25,5.96,0.77,27.63,33.02,Sunflower,6211.6,0.66,586.28
5.9,1.84,18.26,6.35,0.78,25.17,30.68,Sage,9643.5,0.94,875.3
8.14,1.65,23.65,5.19,0.81,30.41,39.34,Tupelo,3351.9,0.68,638.37
1.5,1.25,19.98,4.42,0.9,44.67,29.84,Buckwheat,4976.23,0.82,562.51
4.79,1.5,15.04,7.09,0.75,43.67,40.57,Lavender,2025.87,0.61,368.17
6.51,1.25,13.52,4.7,0.83,24.41,27.92,Acacia,7446.42,1.0,543.41
1.7,1.22,23.28,7.01,0.83,45.09,30.26,Wildflower,6110.48,0.66,212.98
3.86,1.32,17.17,5.19,0.72,41.71,40.17,Wildflower,7928.91,0.85,272.56
3.88,1.7,15.07,2.73,0.79,48.65,28.07,Thyme,4280.41,0.66,606.29
5.38,1.53,24.15,4.56,0.9,49.1,42.92,Sage,5711.72,1.0,926.3
8.77,1.76,22.37,7.45,0.88,22.14,31.99,Heather,2465.83,0.64,587.93
3.98,1.24,14.19,2.93,0.76,43.44,21.83,Thyme,5537.95,0.64,583.37
7.77,1.49,17.76,4.14,0.8,48.76,32.98,Alfalfa,5632.7,1.0,432.62
2.91,1.47,23.42,3.89,0.77,33.08,24.02,Alfalfa,9024.97,0.82,353.38
4.23,1.51,13.93,3.17,0.83,46.31,37.47,Buckwheat,7559.93,0.82,562.51
5.16,1.68,17.12,3.07,0.81,38.67,39.81,Wildflower,5069.98,1.0,321.85
4.58,1.65,13.29,7.33,0.84,41.4,43.33,Sage,7441.79,0.64,589.79
1.95,1.53,16.18,3.65,0.81,25.5,26.55,Avocado,4015.46,0.82,802.69
9.26,1.42,13.92,3.3,0.79,32.55,26.1,Acacia,6170.41,1.0,543.41
9.16,1.6,19.61,2.99,0.74,48.22,39.38,Eucalyptus,8173.2,0.66,459.59
9.5,1.72,17.85,3.29,0.89,24.97,39.29,Rosemary,4208.01,1.0,754.98
4.21,1.52,23.55,6.82,0.76,24.5,30.48,Lavender,8917.97,0.66,399.58
8.48,1.68,12.49,6.39,0.73,25.71,25.4,Buckwheat,9801.93,0.64,434.43
9.8,1.32,18.76,7.41,0.83,27.72,37.57,Chestnut,7423.4,0.66,639.64
7.75,1.41,22.85,3.7,0.75,29.55,42.25,Alfalfa,4665.26,1.0,432.62
1.06,1.51,15.42,4.16,0.74,24.88,27.47,Sunflower,8799.07,0.82,728.14
4.62,1.24,16.16,3.04,0.8,31.69,35.47,Tupelo,8136.09,0.84,788.3
6.88,1.37,18.51,5.31,0.71,25.07,32.18,Eucalyptus,1977.05,1.0,694.53
7.34,1.85,13.92,4.65,0.82,28.3,26.02,Manuka,6849.81,0.82,802.69
1.27,1.79,21.95,3.92,0.88,37.68,34.17,Buckwheat,9440.82,0.84,576.21
2.56,1.38,22.13,4.07,0.71,32.33,22.86,Manuka,9841.85,1.0,976.69
6.95,1.38,13.16,3.47,0.76,23.17,44.24,Avocado,8114.91,1.0,976.69
7.3,1.83,24.31,2.61,0.73,42.4,27.66,Tupelo,6141.97,0.66,619.63
6.59,1.6,20.68,6.49,0.73,22.64,23.09,Clover,4445.89,0.95,199.93
6.79,1.7,12.5,4.57,0.82,31.92,36.0,Eucalyptus,3173.22,1.0,694.53
8.59,1.49,19.57,3.41,0.85,21.58,30.3,Thyme,9207.82,0.82,752.99
8.91,1.81,14.45,3.4,0.71,30.28,26.78,Blueberry,6905.67,0.84,796.78
3.47,1.31,24.0,5.12,0.82,21.27,24.8,Manuka,2731.73,0.64,621.87
3.54,1.28,15.69,6.05,0.82,31.57,41.08,Eucalyptus,5422.82,0.66,456.11
2.72,1.79,23.44,6.96,0.88,31.26,24.91,Clover,7772.02,0.66,138.65
8.37,1.45,24.88,3.53,0.78,47.22,21.21,Buckwheat,7836.63,1.0,684.45
7.43,1.76,19.37,6.62,0.71,49.17,35.47,Blueberry,9393.99,0.66,626.3
8.15,1.31,18.74,2.56,0.79,25.92,34.47,Tupelo,5668.0,0.66,619.63
7.55,1.58,23.59,6.08,0.73,37.03,22.66,Alfalfa,5755.15,0.66,284.11
6.33,1.53,17.89,6.56,0.84,20.73,25.95,Chestnut,3756.51,1.0,966.61
6.16,1.3,12.07,5.56,0.88,35.94,20.99,Clover,2874.34,0.97,204.15
6.32,1.7,24.32,3.53,0.9,39.48,31.26,Orange Blossom,7219.01,1.0,251.38
6.39,1.48,23.04,3.21,0.88,38.32,31.07,Manuka,4552.53,1.0,976.69
2.53,1.27,18.87,4.28,0.85,37.8,25.78,Tupelo,7650.56,0.84,788.3
7.02,1.3,20.64,5.53,0.82,33.24,39.18,Avocado,8191.72,0.99,968.87
9.8,1.23,12.06,6.55,0.83,37.09,38.8,Alfalfa,6547.68,0.68,294.93
7.75,1.62,21.88,3.82,0.89,23.61,22.81,Orange Blossom,8099.39,0.8,200.31
3.69,1.77,15.18,3.04,0.78,34.74,37.38,Sage,1505.46,0.82,754.78
9.26,1.25,17.81,5.18,0.71,36.2,44.94,Sage,9863.35,0.84,777.96
8.75,1.48,21.09,5.88,0.85,43.61,34.0,Heather,4772.24,0.66,612.96
6.92,1.66,23.75,6.48,0.89,28.29,21.36,Wildflower,6190.86,0.95,304.78
3.88,1.28,12.94,2.6,0.73,40.96,25.4,Orange Blossom,7106.65,0.66,166.35
9.96,1.42,19.58,6.68,0.86,33.53,22.59,Heather,4285.99,0.9,830.8
4.61,1.6,13.52,3.39,0.84,32.44,39.94,Orange Blossom,6051.73,0.84,211.63
9.47,1.48,17.87,2.81,0.85,46.33,40.77,Eucalyptus,1752.1,0.82,569.4
1.19,1.81,12.13,5.95,0.73,38.32,28.47,Sunflower,4199.53,0.68,604.01
1.48,1.72,21.89,4.92,0.76,46.12,27.75,Thyme,9917.51,0.8,728.23
5.16,1.67,16.72,5.08,0.71,32.77,26.78,Sage,4604.64,0.99,918.88
9.62,1.66,18.41,5.76,0.74,39.78,26.97,Chestnut,8155.86,0.68,658.98
4.22,1.7,14.33,2.96,0.89,33.37,21.36,Lavender,7528.31,0.66,396.56
6.75,1.61,18.05,5.88,0.89,28.14,44.06,Buckwheat,2833.19,1.0,684.45
4.62,1.32,14.01,7.36,0.74,47.82,30.13,Borage,7376.67,0.66,492.92
4.6,1.73,15.46,5.07,0.77,42.17,24.11,Buckwheat,2101.24,0.61,417.31
6.39,1.71,15.83,5.39,0.74,25.34,44.52,Avocado,3196.85,0.95,924.88
6.21,1.54,17.06,2.74,0.87,46.24,27.15,Lavender,7752.47,1.0,603.85
9.41,1.81,17.57,3.43,0.86,46.08,25.05,Acacia,7649.48,1.0,543.41
1.82,1.62,23.38,3.97,0.81,35.9,24.22,Chestnut,2983.93,0.82,789.56
4.54,1.42,21.92,7.04,0.78,38.9,21.28,Chestnut,8008.62,0.9,866.96
3.66,1.33,22.24,5.49,0.88,46.96,36.24,Thyme,2432.91,0.64,581.54
4.02,1.52,23.44,2.79,0.74,26.16,22.34,Heather,7816.81,0.64,589.79
6.08,1.47,20.47,4.48,0.86,36.27,41.96,Acacia,6045.4,1.0,543.41
4.51,1.71,15.95,7.22,0.88,44.85,39.35,Sunflower,3208.69,0.66,586.28
2.09,1.66,16.85,7.49,0.75,30.55,33.91,Tupelo,9219.53,0.89,835.15
3.85,1.3,16.87,4.89,0.82,44.61,27.62,Chestnut,8432.15,1.0,966.61
4.95,1.53,22.71,6.96,0.76,27.92,35.54,Orange Blossom,2008.54,0.94,237.54
7.68,1.46,18.1,2.56,0.71,32.07,20.76,Alfalfa,5610.21,0.66,284.11
6.96,1.45,23.93,5.67,0.87,45.32,37.08,Blueberry,3037.43,1.0,946.46
5.25,1.63,14.26,3.63,0.88,24.26,25.73,Chestnut,4927.21,1.0,966.61
2.61,1.45,12.04,3.13,0.86,24.19,33.56,Lavender,9786.78,0.8,479.95
1.89,1.42,24.52,3.65,0.8,36.51,37.59,Manuka,9848.47,1.0,976.69
3.19,1.54,16.96,3.79,0.75,27.81,20.3,Buckwheat,4714.9,1.0,684.45
2.38,1.24,20.11,5.6,0.87,48.3,34.76,Eucalyptus,2032.71,0.64,440.82
5.7,1.68,23.65,3.16,0.77,25.67,38.91,Eucalyptus,4801.22,1.0,694.53
4.45,1.84,23.43,6.81,0.81,28.76,26.07,Avocado,3831.98,0.66,646.3
3.6,1.72,12.66,4.28,0.74,26.69,33.72,Acacia,6381.2,0.82,446.59
2.03,1.57,12.67,5.55,0.81,34.47,34.76,Manuka,3539.86,0.68,665.85
1.34,1.57,14.73,4.56,0.7,23.47,35.47,Blueberry,1703.76,0.8,752.26
8.16,1.63,21.81,6.19,0.81,25.43,23.55,Manuka,4818.47,0.64,621.87
9.33,1.26,22.68,6.7,0.8,45.48,28.33,Rosemary,4480.35,0.66,499.59
2.93,1.49,21.96,7.18,0.87,29.01,36.3,Avocado,7768.37,0.66,646.3
4.24,1.71,14.49,7.33,0.86,47.62,22.1,Thyme,2348.7,0.61,558.62
2.3,1.28,14.21,4.08,0.87,22.68,31.94,Avocado,9501.42,0.8,776.29
9.98,1.82,24.99,5.3,0.83,30.02,25.12,Sage,8098.67,0.68,631.49
6.63,1.85,22.84,3.73,0.77,37.6,21.24,Thyme,2737.66,1.0,916.22
8.97,1.48,18.77,3.98,0.71,37.0,42.4,Heather,6794.04,0.82,756.63
7.94,1.71,20.14,7.33,0.7,36.65,28.55,Rosemary,9219.11,0.68,514.7
7.8,1.23,25.0,7.29,0.9,39.99,38.27,Avocado,7264.76,0.68,665.85
8.44,1.55,23.48,2.9,0.83,37.16,25.16,Tupelo,6931.84,0.68,638.37
5.23,1.3,14.04,3.17,0.76,31.15,21.54,Thyme,8006.75,1.0,916.22
4.45,1.42,17.82,7.02,0.72,49.91,40.64,Borage,3464.18,1.0,744.91
8.87,1.65,18.44,4.12,0.73,41.73,28.78,Manuka,7215.86,0.82,802.69
3.29,1.27,24.76,4.39,0.71,23.48,20.03,Chestnut,3374.19,0.8,770.22
6.74,1.27,22.58,6.05,0.81,43.78,30.86,Avocado,3222.38,0.97,949.32
1.49,1.85,14.75,3.61,0.83,37.02,42.76,Orange Blossom,2587.95,0.82,205.34
4.62,1.4,23.4,7.33,0.71,45.64,42.09,Sage,6574.21,0.88,812.26
4.37,1.45,15.09,6.43,0.83,49.47,42.98,Lavender,5476.34,0.64,384.48
2.08,1.81,24.59,4.47,0.8,23.6,26.26,Sunflower,2999.83,0.82,728.14
8.07,1.6,17.21,2.77,0.74,23.54,37.82,Manuka,8418.9,0.87,851.56
1.95,1.57,17.51,6.75,0.81,36.75,20.01,Manuka,8760.78,0.87,846.67
4.86,1.29,15.07,4.67,0.72,38.64,20.09,Lavender,6833.12,1.0,603.85
1.16,1.33,22.74,4.45,0.87,47.58,37.45,Sunflower,6664.62,0.82,728.14
6.85,1.34,22.28,3.65,0.87,29.67,24.32,Borage,2490.43,1.0,744.91
7.95,1.72,15.42,5.15,0.82,30.68,42.39,Blueberry,2122.49,0.63,595.99
5.82,1.82,21.14,7.01,0.76,24.12,33.12,Rosemary,7193.53,0.97,733.82
7.94,1.79,15.14,3.13,0.81,31.18,23.86,Acacia,3105.3,0.82,443.87
7.2,1.42,23.55,6.55,0.72,31.83,41.36,Lavender,8636.79,0.9,541.59
1.63,1.53,20.93,2.72,0.87,43.56,36.09,Acacia,6891.1,0.66,359.59
3.38,1.61,21.2,2.56,0.81,37.03,31.74,Sage,5030.48,0.68,631.49
3.57,1.28,24.6,7.34,0.73,40.71,30.65,Acacia,7227.96,0.66,359.59
8.53,1.45,18.63,3.17,0.75,47.24,37.0,Alfalfa,3866.05,0.82,355.54
9.95,1.75,17.9,4.56,0.81,42.67,21.52,Thyme,9405.26,1.0,916.22
8.56,1.47,22.82,6.46,0.71,27.03,21.78,Clover,4403.51,0.64,134.43
8.83,1.37,16.56,4.46,0.86,36.27,30.36,Buckwheat,4424.4,1.0,684.45
8.36,1.46,17.37,6.22,0.88,41.73,37.97,Blueberry,7795.18,0.87,825.2
9.54,1.46,19.75,6.51,0.73,47.85,37.58,Acacia,2750.61,0.66,359.59
2.6,1.58,12.38,2.72,0.79,25.31,32.23,Rosemary,5406.8,0.66,499.59
2.1,1.39,20.0,2.99,0.84,30.49,22.35,Sunflower,3120.94,0.9,794.64
6.87,1.54,16.06,4.07,0.79,45.74,32.66,Alfalfa,3546.69,1.0,432.62
8.87,1.62,12.72,6.46,0.7,48.5,37.63,Avocado,7623.7,0.66,646.3
8.97,1.67,19.55,6.09,0.78,38.45,40.03,Tupelo,3444.91,0.66,614.94
3.49,1.25,20.32,3.3,0.71,48.78,41.02,Chestnut,2264.04,0.77,744.1
3.79,1.44,20.91,7.15,0.88,38.99,25.44,Heather,2000.59,0.9,828.95
1.88,1.31,16.45,6.28,0.75,46.88,22.59,Rosemary,8751.25,0.64,480.71
1.59,1.84,14.81,4.48,0.81,32.18,28.08,Orange Blossom,3654.67,0.84,211.63
3.45,1.37,21.0,3.49,0.89,45.07,34.64,Eucalyptus,9610.31,1.0,694.53
1.24,1.66,12.58,6.59,0.75,25.84,43.78,Lavender,4761.22,0.64,384.48
4.43,1.55,13.49,5.09,0.87,31.31,42.17,Thyme,6139.2,0.66,601.7
6.12,1.28,23.84,4.52,0.72,33.38,33.25,Eucalyptus,7920.29,1.0,694.53
4.77,1.46,20.52,4.74,0.76,47.12,23.42,Blueberry,5205.24,0.8,754.16
1.75,1.42,16.21,6.55,0.7,42.0,40.31,Thyme,7628.98,0.88,803.42
3.4,1.57,15.73,5.4,0.86,21.78,24.98,Sage,5466.31,0.64,589.79
9.47,1.42,13.02,4.04,0.73,22.84,42.48,Thyme,5940.33,1.0,916.22
2.48,1.73,22.97,6.4,0.71,35.5,31.56,Alfalfa,8220.64,0.68,294.93
5.43,1.52,23.04,7.17,0.74,36.25,20.87,Clover,5201.79,0.97,204.15
9.01,1.31,21.94,4.82,0.78,26.04,44.58,Eucalyptus,7124.54,0.8,553.41
1.77,1.84,20.69,3.79,0.88,30.31,35.61,Wildflower,9870.03,0.82,262.26
3.42,1.41,14.4,3.47,0.85,31.58,33.97,Borage,9740.71,1.0,744.91
4.29,1.73,19.74,5.32,0.74,21.77,38.56,Wildflower,1925.09,0.64,204.28
1.12,1.59,14.22,6.53,0.74,49.5,37.59,Rosemary,7969.37,0.66,499.59
9.16,1.73,18.5,3.3,0.78,26.33,35.5,Rosemary,8355.2,0.82,620.47
9.64,1.52,14.02,4.59,0.77,47.47,25.95,Tupelo,5914.65,0.82,769.55
4.26,1.71,15.01,5.42,0.84,26.51,44.19,Manuka,2525.59,0.64,621.87
5.34,1.86,16.48,6.61,0.75,24.92,24.86,Sage,3127.34,0.95,877.16
6.02,1.34,18.56,4.49,0.73,30.66,36.05,Rosemary,7158.29,1.0,754.98
9.69,1.69,20.84,3.52,0.84,27.39,33.26,Chestnut,9704.02,0.8,768.28
5.21,1.31,20.05,7.09,0.75,41.77,31.19,Borage,7557.02,0.97,724.03
8.53,1.55,17.65,3.73,0.81,39.49,31.81,Chestnut,3034.77,1.0,966.61
4.1,1.29,15.33,3.71,0.87,23.73,44.86,Thyme,9337.1,0.8,730.06
9.67,1.78,14.14,6.37,0.79,35.67,21.75,Clover,3168.96,0.66,138.65
7.9,1.3,23.07,3.66,0.84,34.27,30.07,Borage,9431.35,0.84,627.1
4.74,1.63,12.14,5.84,0.78,35.12,41.89,Chestnut,2674.77,0.66,634.8
4.28,1.7,16.51,3.54,0.88,42.48,43.52,Lavender,3879.37,0.8,481.16
6.87,1.52,21.83,7.02,0.76,39.67,25.3,Chestnut,4239.51,0.99,958.87
9.5,1.33,21.63,4.33,0.75,28.05,26.64,Lavender,9347.26,0.82,496.27
2.84,1.74,19.42,4.29,0.77,26.95,24.54,Eucalyptus,9220.99,0.8,553.41
7.51,1.82,12.07,7.32,0.8,45.99,28.99,Borage,9951.57,0.64,472.8
8.7,1.56,24.72,5.34,0.78,21.18,37.5,Acacia,3554.62,0.66,359.59
8.28,1.82,19.42,3.21,0.82,20.16,22.45,Acacia,7221.88,0.8,433.0
9.21,1.24,15.33,4.46,0.87,26.47,34.87,Manuka,2716.21,0.82,802.69
9.41,1.76,14.86,5.26,0.86,23.73,22.74,Eucalyptus,8921.18,0.64,442.21
6.25,1.82,20.62,3.2,0.89,46.26,38.78,Blueberry,9353.23,1.0,946.46
6.41,1.85,21.15,2.97,0.76,38.38,28.9,Sunflower,7369.32,0.99,878.89
1.42,1.3,14.89,4.35,0.82,49.51,25.99,Tupelo,2132.82,0.8,744.25
4.87,1.72,19.42,2.59,0.87,38.97,35.31,Orange Blossom,2261.95,0.96,242.58
6.3,1.33,17.35,3.08,0.73,43.43,38.1,Rosemary,7464.41,1.0,754.98
4.8,1.38,17.01,4.25,0.74,24.03,38.8,Acacia,6813.69,1.0,543.41
3.6,1.56,15.05,3.27,0.87,36.34,44.1,Manuka,2534.05,0.82,797.8
2.03,1.77,18.38,3.84,0.88,42.31,30.76,Rosemary,6141.02,0.82,620.47
5.01,1.36,21.11,5.94,0.72,42.03,44.92,Rosemary,9879.04,1.0,754.98
6.4,1.24,20.13,4.73,0.73,49.74,41.65,Clover,7692.32,1.0,211.13
5.0,1.79,18.97,4.76,0.83,28.36,24.49,Orange Blossom,9128.04,1.0,251.38
3.91,1.43,18.15,6.96,0.71,36.4,22.02,Clover,3846.54,0.9,189.36
7.23,1.79,24.17,5.16,0.72,25.56,40.14,Acacia,5874.45,0.64,345.99
6.16,1.63,12.56,4.09,0.78,20.1,25.51,Buckwheat,4793.58,1.0,684.45
5.88,1.25,21.2,5.54,0.88,32.14,33.26,Tupelo,3691.43,0.99,928.88
3.41,1.23,22.75,3.18,0.85,46.91,27.58,Eucalyptus,5555.49,0.82,570.79
3.99,1.81,13.27,2.75,0.83,39.1,40.03,Sunflower,3890.6,0.66,581.85
4.56,1.83,24.35,6.33,0.83,45.46,36.77,Sage,5495.16,0.66,612.96
3.92,1.47,19.96,6.5,0.71,38.17,26.82,Buckwheat,8535.22,0.68,466.62
6.87,1.76,12.09,7.0,0.72,23.14,28.13,Sage,2809.66,0.97,900.34
6.53,1.39,23.68,3.68,0.74,47.75,23.97,Borage,8262.01,1.0,744.91
5.59,1.46,21.74,4.66,0.74,43.82,31.13,Sunflower,9014.16,1.0,885.99
6.48,1.35,21.52,7.16,0.74,46.66,32.8,Avocado,8771.74,0.97,949.32
5.64,1.34,23.29,4.35,0.72,48.91,32.25,Manuka,2407.1,1.0,976.69
8.23,1.48,12.6,2.79,0.76,37.4,27.83,Wildflower,4572.71,0.68,219.42
6.44,1.39,17.26,5.66,0.8,31.01,28.96,Eucalyptus,2176.74,1.0,694.53
9.71,1.67,14.21,4.84,0.86,34.73,26.6,Clover,4465.51,0.84,177.74
8.41,1.71,20.26,5.92,0.78,21.64,28.31,Avocado,5443.85,0.66,646.3
4.95,1.42,20.99,3.23,0.88,38.37,41.36,Manuka,7032.76,1.0,976.69
1.12,1.75,20.68,5.38,0.9,40.63,41.07,Sunflower,6833.91,0.64,564.12
1.55,1.52,24.66,5.74,0.72,24.44,22.27,Manuka,1871.05,0.61,595.49
4.32,1.77,15.38,3.0,0.75,27.01,39.18,Buckwheat,6880.33,0.82,562.51
4.84,1.45,13.88,4.04,0.85,49.25,29.07,Rosemary,5082.54,1.0,754.98
